[0.000000] (-) TimerEvent: {}
[0.000400] (neo_simulation2) JobQueued: {'identifier': 'neo_simulation2', 'dependencies': OrderedDict()}
[0.194382] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/docking_station/materials/textures\n'}
[0.194453] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/docking_station/materials/textures/door_3d.jpg\n'}
[0.194575] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/docking_station/materials/textures/silver_door.jpg\n'}
[0.194714] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/docking_station/model.sdf\n'}
[0.194791] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags\n'}
[0.194946] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/model.config\n'}
[0.195058] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/meshes\n'}
[0.195219] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/meshes/Ar_tag.dae\n'}
[0.195295] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/materials\n'}
[0.195436] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/materials/scripts\n'}
[0.195577] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/materials/scripts/ar_tag.material\n'}
[0.195645] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/materials/textures\n'}
[0.195812] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/materials/textures/MarkerData_2.png\n'}
[0.195998] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags/model.sdf\n'}
[0.196110] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/drc_practice_straight\n'}
[0.196233] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/drc_practice_straight/model.config\n'}
[0.196316] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/drc_practice_straight/model.sdf\n'}
[0.196495] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01\n'}
[0.196604] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01/model.config\n'}
[0.196670] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01/meshes\n'}
[0.196795] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01/meshes/aws_robomaker_warehouse_RoofB_01_collision.DAE\n'}
[0.196907] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01/meshes/aws_robomaker_warehouse_RoofB_01_visual.DAE\n'}
[0.197030] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01/materials\n'}
[0.197198] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01/materials/textures\n'}
[0.197272] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01/materials/textures/aws_robomaker_warehouse_RoofB_01.png\n'}
[0.197391] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_RoofB_01/model.sdf\n'}
[0.197524] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11\n'}
[0.197594] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/model.config\n'}
[0.197715] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/meshes\n'}
[0.197843] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/meshes/plate.blend\n'}
[0.197979] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/meshes/Ar_tag_nr11.dae\n'}
[0.198051] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/materials\n'}
[0.198179] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/materials/scripts\n'}
[0.198336] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/materials/scripts/ar_tag.material\n'}
[0.198408] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/materials/textures\n'}
[0.198521] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/materials/textures/MarkerData_11.png\n'}
[0.198637] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr11/model.sdf\n'}
[0.198712] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/window\n'}
[0.198868] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/window/model.config\n'}
[0.199071] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/window/model.sdf\n'}
[0.199142] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone\n'}
[0.199295] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/model-1_3.sdf\n'}
[0.199407] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/model.config\n'}
[0.199523] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/meshes\n'}
[0.199596] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/meshes/construction_cone.dae\n'}
[0.199731] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/materials\n'}
[0.199834] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/materials/textures\n'}
[0.199973] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/materials/textures/Construction_Cone_Diffuse.png\n'}
[0.200085] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/model-1_4.sdf\n'}
[0.200251] (-) TimerEvent: {}
[0.200362] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/construction_cone/model.sdf\n'}
[0.200521] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01\n'}
[0.200616] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01/model.config\n'}
[0.200767] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01/meshes\n'}
[0.200887] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01/meshes/aws_robomaker_warehouse_Lamp_01_collision.DAE\n'}
[0.200963] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01/meshes/aws_robomaker_warehouse_Lamp_01_visual.DAE\n'}
[0.201078] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01/materials\n'}
[0.201183] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01/materials/textures\n'}
[0.201259] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01/materials/textures/aws_robomaker_warehouse_Lamp_01.png\n'}
[0.201534] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_Lamp_01/model.sdf\n'}
[0.201651] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d\n'}
[0.201777] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/model.config\n'}
[0.201891] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/meshes\n'}
[0.202009] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/meshes/door_v2.dae\n'}
[0.202140] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/meshes/door_v2_door.dae\n'}
[0.202212] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/meshes/door_v2_handle.dae\n'}
[0.202332] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/meshes/door.dae\n'}
[0.202434] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/meshes/model.dae\n'}
[0.202549] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/materials\n'}
[0.202619] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/materials/scripts\n'}
[0.202751] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/materials/scripts/door_handle.material\n'}
[0.202861] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/materials/scripts/door_3d.material\n'}
[0.202988] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/materials/textures\n'}
[0.203058] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/materials/textures/door_3d.jpg\n'}
[0.203170] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/materials/textures/silver_door.jpg\n'}
[0.203277] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/door_3d/model.sdf\n'}
[0.203406] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01\n'}
[0.203491] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/model.config\n'}
[0.203604] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/.DS_Store\n'}
[0.203741] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/meshes\n'}
[0.203909] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/meshes/aws_robomaker_warehouse_PalletJackB_01_visual.DAE\n'}
[0.203980] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/meshes/aws_robomaker_warehouse_PalletJackB_01_collision.DAE\n'}
[0.204103] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/materials\n'}
[0.204208] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/materials/.DS_Store\n'}
[0.204275] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures\n'}
[0.204454] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures/aws_robomaker_warehouse_PalletJackB_02.png\n'}
[0.204573] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures/aws_robomaker_warehouse_PalletJackB_01.png\n'}
[0.204682] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_PalletJackB_01/model.sdf\n'}
[0.204973] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/office_env_w 1\n'}
[0.205148] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/office_env_w 1/model.config\n'}
[0.205433] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/office_env_w 1/materials\n'}
[0.205737] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/office_env_w 1/materials/scripts\n'}
[0.206011] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/office_env_w 1/materials/scripts/wall_white.material\n'}
[0.206128] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/office_env_w 1/materials/textures\n'}
[0.206223] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/office_env_w 1/materials/textures/wall_color_white.jpg\n'}
[0.206289] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/office_env_w 1/model.sdf\n'}
[0.206394] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8\n'}
[0.206490] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/model.config\n'}
[0.206591] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/meshes\n'}
[0.206712] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/meshes/plate.blend\n'}
[0.206814] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/meshes/Ar_tag_nr8.dae\n'}
[0.206919] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/materials\n'}
[0.207079] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/materials/scripts\n'}
[0.207230] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/materials/scripts/ar_tag.material\n'}
[0.207363] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/materials/textures\n'}
[0.207426] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/materials/textures/MarkerData_8.png\n'}
[0.207532] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/Ar_tags_nr8/model.sdf\n'}
[0.207739] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01\n'}
[0.207895] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/model.config\n'}
[0.208045] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/meshes\n'}
[0.208192] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/meshes/aws_robomaker_warehouse_ShelfF_01_visual.DAE\n'}
[0.208333] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/meshes/aws_robomaker_warehouse_ShelfF_01_collision.DAE\n'}
[0.208498] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/materials\n'}
[0.208615] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/materials/textures\n'}
[0.208734] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_01.png\n'}
[0.208797] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_02.png\n'}
[0.208981] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_03.png\n'}
[0.209047] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/models/aws_robomaker_warehouse_ShelfF_01/model.sdf\n'}
[0.209214] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/ament_index/resource_index/package_run_dependencies/neo_simulation2\n'}
[0.209349] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/ament_index/resource_index/parent_prefix_path/neo_simulation2\n'}
[0.209411] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/environment/ament_prefix_path.sh\n'}
[0.209558] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/environment/ament_prefix_path.dsv\n'}
[0.209705] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/environment/path.sh\n'}
[0.209854] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/environment/path.dsv\n'}
[0.210094] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/local_setup.bash\n'}
[0.210436] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/local_setup.sh\n'}
[0.210638] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/local_setup.zsh\n'}
[0.210812] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/local_setup.dsv\n'}
[0.210874] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/package.dsv\n'}
[0.211014] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/ament_index/resource_index/packages/neo_simulation2\n'}
[0.211109] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/cmake/neo_simulation2Config.cmake\n'}
[0.211174] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/cmake/neo_simulation2Config-version.cmake\n'}
[0.211274] (neo_simulation2) StdoutLine: {'line': b'-- Up-to-date: /root/ros2_code/humble/simulations/install/neo_simulation2/share/neo_simulation2/package.xml\n'}
[0.211339] (neo_simulation2) CommandEnded: {'returncode': 0}
[0.300518] (-) TimerEvent: {}
[0.338862] (neo_simulation2) JobEnded: {'identifier': 'neo_simulation2', 'rc': 0}
[0.339725] (-) EventReactorShutdown: {}
